TransactionNumber,ItemNumber,Title,BulletDescription,LineDescription,WebDescription,DetailSpecification,UpdateTime,Checker,CheckDate,ManualTitle,ManualBullet,ManualLine,ManualWeb,checked,ViewDescription,IsAITItem,ProductTitle,ProductWeb,ProductName,ManualProductTitle,ManualProductWeb,ManualProductName,LastEditUser,LastEditDate,InUser,InDate,PartitionID
657592,14-980-LCL,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning     ,                                                                               ,14-980-LCL TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                                                                 ,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                                                                            ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""AF-1""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Premium Quality& AM/FM AntennaPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyLED display shows optimal signal strengthNon-Coinduction circuitry isolates AM/FM antennas for better reception""/></Group></LongDescription> """"", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning         ,                                                                          ,    TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                  ,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                   ,1,<b>Specifications:</b> Premium Quality£¬ AM/FM AntennaPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyLED display shows optimal signal strengthNon-Coinduction circuitry isolates AM/FM antennas for better reception<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
657841,14-982-LCL,TERK Edge Dual-Drive Amplified FM Antenna                            ,                                                                               ,14-982-LCL TERK Edge Dual-Drive Amplified FM Antenna                                                                                        ,TERK Edge Dual-Drive Amplified FM Antenna                                                                                                   ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""Edge""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Compact& powerful FM antennaDual-Drive amplifier filters out noiseOptimum reception of weak and distant stations""/></Group></LongDescription>                                                                                                        """"", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK Edge Dual-Drive Amplified FM Antenna                                ,                                                                          ,    TERK Edge Dual-Drive Amplified FM Antenna                                         ,TERK Edge Dual-Drive Amplified FM Antenna                                          ,1,<b>Specifications:</b> Compact£¬ powerful FM antennaDual-Drive amplifier filters out noiseOptimum reception of weak and distant stations<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
657877,14-983-LCL,TERK Tower AM/FM Amplified Stereo Antenna                            ,                                                                               ,14-983-LCL TERK Tower AM/FM Amplified Stereo Antenna                                                                                        ,TERK Tower AM/FM Amplified Stereo Antenna                                                                                                   ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""Tower""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Dramatically improves reception of AM/FM stationsAir Coil technology isolates AM and FM elements for increased radio reception less static and noiseBuilt-in& low noise amplifier boosts weak signals""/></Group></LongDescription>                  """"", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK Tower AM/FM Amplified Stereo Antenna                                ,                                                                          ,    TERK Tower AM/FM Amplified Stereo Antenna                                         ,TERK Tower AM/FM Amplified Stereo Antenna                                          ,1,<b>Specifications:</b> Dramatically improves reception of AM/FM stationsAir Coil technology isolates AM and FM elements for increased radio reception less static and noiseBuilt-in£¬ low noise amplifier boosts weak signals<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
657931,14-984-LCL,TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                ,                                                                               ,14-984-LCL TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                                                                            ,TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                                                                                       ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""AM/FM+""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Gets improved AM/FM receptionInstalls easily; mounts on wall or sits on shelf""/></Group></LongDescription>2005-06-03 00:58:25.797 Roy Chen       2005-06-02 18:37:22.030 TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                     """"", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                    ,                                                                          ,    TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                             ,TERK AM/FM+ Stereo Antenna with Gamma Loop Technology                              ,1,<b>Specifications:</b> Gets improved AM/FM receptionInstalls easily; mounts on wall or sits on shelf<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
12979,14-985-LCL,TERK FM+ Indoor FM only Stereo Antenna                               ,                                                                               ,14-985-LCL TERK FM+ Indoor FM only Stereo Antenna                                                                                           ,TERK FM+ Indoor FM only Stereo Antenna                                                                                                      ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""FM+""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Improves FM radio receptionInstalls easily: mounts on wall or sits on shelfGreat replacement antenna for &apos;T&apos; wire stereo antenna""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK FM+ Indoor FM only Stereo Antenna                                   ,                                                                          ,    TERK FM+ Indoor FM only Stereo Antenna                                            ,TERK FM+ Indoor FM only Stereo Antenna                                             ,1,<b>Specifications:</b> Improves FM radio receptionInstalls easily: mounts on wall or sits on shelfGreat replacement antenna for 'T' wire stereo antenna<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
657937,14-986-LCL,TERK HDTVs Slim Profile Outdoor HDTV Antenna                         ,                                                                               ,14-986-LCL TERK HDTVs Slim Profile Outdoor HDTV Antenna                                                                                     ,TERK HDTVs Slim Profile Outdoor HDTV Antenna                                                                                                ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""HDTVs""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""TV Indoor/Outdoor Antenna""/><Property Key=""Specifications"" Value=""Specifically designed to capture reflected off-air HDTV and DTV signalsCEA color code: RedSlim profile antenna receives both UHF and VHF local HD reception of channels 2-69High gain picks up further stationsPipe and foot mount enables antenna to be installed on a roof& wall& balcony or attic""/></Group></LongDescription> """"", 2016-03-18 16:59:57.113,Matt Xu      , 2016-03-18 16:59:57.113,TERK HDTVs Slim Profile Outdoor HDTV Antenna                             ,                                                                          ,    TERK HDTVs Slim Profile Outdoor HDTV Antenna                                      ,TERK HDTVs Slim Profile Outdoor HDTV Antenna                                       ,1,<b>Specifications:</b> Specifically designed to capture reflected off-air HDTV and DTV signalsCEA color code: RedSlim profile antenna receives both UHF and VHF local HD reception of channels 2-69High gain picks up further stationsPipe and foot mount enables antenna to be installed on a roof£¬ wall£¬ balcony or attic<br/><b>Type:</b> TV Indoor/Outdoor Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
658093,14-990-LCL,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning     ,                                                                               ,14-990-LCL TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                                                                 ,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                                                                            ,"LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""AF-1""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Premium Quality& AM/FM AntennaPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyLED display shows optimal signal strengthNon-Coinduction circuitry isolates AM/FM antennas for better reception""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning         ,                                                                          ,    TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                  ,TERK AF-1 AM/FM Amplified Stereo Antenna with Pin-Dot Pre-Tuning                   ,1,<b>Specifications:</b> Premium Quality£¬ AM/FM AntennaPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyLED display shows optimal signal strengthNon-Coinduction circuitry isolates AM/FM antennas for better reception<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
658153,14-991-LCL,TERK Advantage Indoor AM Antenna                                     ,                                                                               ,14-991-LCL TERK Advantage Indoor AM Antenna                                                                                                 ,TERK Advantage Indoor AM Antenna                                                                                                            ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""Advantage""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Premium AM antenna for receiving your favorite sports and news stationsPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyNo wires needed- Works right next to or on top of your stereo""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK Advantage Indoor AM Antenna                                         ,                                                                          ,    TERK Advantage Indoor AM Antenna                                                  ,TERK Advantage Indoor AM Antenna                                                   ,1,<b>Specifications:</b> Premium AM antenna for receiving your favorite sports and news stationsPin-Dot Pre-Tuning allows you to tune the antenna to the desired frequencyNo wires needed- Works right next to or on top of your stereo<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
658276,14-993-LCL,TERK Tower AM/FM Amplified Stereo Antenna                            ,                                                                               ,14-993-LCL TERK Tower AM/FM Amplified Stereo Antenna                                                                                        ,TERK Tower AM/FM Amplified Stereo Antenna                                                                                                   ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""Tower""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Dramatically improves reception of AM/FM stationsAir Coil technology isolates AM and FM elements for increased radio reception less static and noiseBuilt-in& low noise amplifier boosts weak signals""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK Tower AM/FM Amplified Stereo Antenna                                ,                                                                          ,    TERK Tower AM/FM Amplified Stereo Antenna                                         ,TERK Tower AM/FM Amplified Stereo Antenna                                          ,1,<b>Specifications:</b> Dramatically improves reception of AM/FM stationsAir Coil technology isolates AM and FM elements for increased radio reception less static and noiseBuilt-in£¬ low noise amplifier boosts weak signals<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
650110,14-995-LCL,TERK FM+ Indoor FM only Stereo Antenna                               ,                                                                               ,14-995-LCL TERK FM+ Indoor FM only Stereo Antenna                                                                                           ,TERK FM+ Indoor FM only Stereo Antenna                                                                                                      ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""TERK""/><Property Key=""Model"" Value=""FM+""/></Group><Group GroupName=""Spec""><Property Key=""Type"" Value=""AM/FM Antenna""/><Property Key=""Specifications"" Value=""Improves FM radio receptionInstalls easily: mounts on wall or sits on shelfGreat replacement antenna for &apos;T&apos; wire stereo antenna""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,Roy Chen     , 2016-03-18 16:59:57.113,TERK FM+ Indoor FM only Stereo Antenna                                   ,                                                                          ,    TERK FM+ Indoor FM only Stereo Antenna                                            ,TERK FM+ Indoor FM only Stereo Antenna                                             ,1,<b>Specifications:</b> Improves FM radio receptionInstalls easily: mounts on wall or sits on shelfGreat replacement antenna for 'T' wire stereo antenna<br/><b>Type:</b> AM/FM Antenna<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
685468,22-JMT-002,10-840-001 Stu Testing item                                          ,                                                                               ,22-JMT-002 14-840-070 STU Testing EWRA item                                                                                                 ,22-JMT-002 14-840-070 STU Testing EWRA item                                                                                                 ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""General""><Property Key=""Brand"" Value=""LEXMARK""/><Property Key=""Series"" Value=""C540n""/><Property Key=""Model"" Value=""26A0000""/><Property Key=""Recommended Use"" Value=""Workgroup""/><Property Key=""Dimensions"" Value=""11.5&quot; x 16.7&quot; x 15.7&quot;""/><Property Key=""Weight"" Value=""46.2 lbs.""/></Group><Group GroupName=""Printing""><Property Key=""Output Type"" Value=""Color""/><Property Key=""Laser Technology"" Value=""Laser""/><Property Key=""Black Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Color Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Black Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Color Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Time To First Page (seconds)"" Value=""12 sec.""/><Property Key=""Print Languages& std."" Value=""PCL 5e Emulation   PCL 6 Emulation   PostScript 3 Emulation""/><Property Key=""Max. Duty Cycle"" Value=""Up to 35&000 pages monthly""/></Group><Group GroupName=""Media Handling""><Property Key=""Input Capacity& std."" Value=""250+1 pages 20 lb or 75 gsm bond""/><Property Key=""Input Capacity& max."" Value=""900+1 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& std."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& max."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Media Type"" Value=""Card Stock   Paper Labels   Plain Paper   Transparencies   Refer to the Card Stock &amp; Label Guide""/><Property Key=""Media sizes supported"" Value=""A4   A5   Executive   Folio   JIS-B5   Legal   Letter   Statement   Universal  O ficio""/></Group><Group GroupName=""Ports""><Property Key=""USB Ports"" Value=""Yes""/><Property Key=""Network Ports"" Value=""Ethernet 10/100BaseTX (RJ-45)""/></Group><Group GroupName=""Hardware SPEC""><Property Key=""Noise Level (Approx.)"" Value=""47 dBA""/><Property Key=""Processor(MHz)"" Value=""417""/><Property Key=""Memory& std."" Value=""128 MB""/><Property Key=""Memory& max."" Value=""640 MB""/></Group><Group GroupName=""Compatibility""><Property Key=""Windows Compatible"" Value=""Microsoft Windows 2000   Microsoft Windows XP   Microsoft Windows Server 2003   Microsoft Windows XP x64   Microsoft Windows Server 2003 running Terminal Services   Microsoft Windows 2000 Server running Terminal Services   Microsoft Windows Server 2003 x64    Microsoft Windows Server 2003 x64 running Terminal Services   Microsoft Windows Vista   Microsoft Windows Vista x64   Microsoft Windows Server 2008   Microsoft Windows Server 2008 x64   Microsoft Windows Server 2008 running Terminal Services   Microsoft Windows Server 2008 x64 running Terminal Services""/><Property Key=""Macintosh Compatible"" Value=""Apple Mac OS X   Apple Mac OS 9.x""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
2320,30-153-QTP,Dynatron DF124028BA 40mm 2 Ball Cooling Fan                          ,8700 rpm 11.3 cfm Air Flow 37 dBA Noise Level                                  ,30-153-QTP normal item                                                                                                                      ,Dynatron DF124028BA 40mm 2 Ball Cooling Fan                                                                                                 ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""Model""><Property Key=""Brand"" Value=""Dynatron""/><Property Key=""Model"" Value=""DF124028BA""/></Group><Group GroupName=""Spec""><Property Key=""Fan Size"" Value=""40mm""/><Property Key=""Bearing Type"" Value=""2 Ball""/><Property Key=""RPM"" Value=""8700 rpm""/><Property Key=""Air Flow"" Value=""11.3 cfm""/><Property Key=""Noise Level"" Value=""37 dBA""/><Property Key=""Power Connector"" Value=""3 Pin""/><Property Key=""Color"" Value=""Black""/></Group><Group GroupName=""Physical Spec""><Property Key=""Fan Dimensions"" Value=""40 x 40 x 28 mm""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,             , 2016-03-18 16:59:57.113,Dynatron DF124028BA 40mm 2 Ball Cooling Fan                              ,8700 rpm 11.3 cfm Air Flow 37 dBA Noise Level                             ,Dynatron DF124028BA 40mm 2 Ball Cooling Fan                                           ,Dynatron DF124028BA 40mm 2 Ball Cooling Fan                                        ,1,<b>Air Flow:</b> 11.3 cfm<br/><b>Color:</b> Black<br/><b>Fan Dimensions:</b> 40 x 40 x 28 mm<br/><b>Noise Level:</b> 37 dBA<br/><b>Power Connector:</b> 3 Pin<br/><b>RPM:</b> 8700 rpm<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,NULL, 2016-03-18 16:59:57.113,N001
693997,33-JMT-013,10-840-001 Stu Testing item                                          ,                                                                               ,33-JMT-013 33-JMT-011 33-JMT-001 14-840-019 Stu Imposition Tax Testing item                                                                 ,33-JMT-013 33-JMT-011 33-JMT-001 14-840-019 Stu Imposition Tax Testing item                                                                 ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""General""><Property Key=""Brand"" Value=""LEXMARK""/><Property Key=""Series"" Value=""C540n""/><Property Key=""Model"" Value=""26A0000""/><Property Key=""Recommended Use"" Value=""Workgroup""/><Property Key=""Dimensions"" Value=""11.5&quot; x 16.7&quot; x 15.7&quot;""/><Property Key=""Weight"" Value=""46.2 lbs.""/></Group><Group GroupName=""Printing""><Property Key=""Output Type"" Value=""Color""/><Property Key=""Laser Technology"" Value=""Laser""/><Property Key=""Black Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Color Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Black Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Color Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Time To First Page (seconds)"" Value=""12 sec.""/><Property Key=""Print Languages& std."" Value=""PCL 5e Emulation   PCL 6 Emulation   PostScript 3 Emulation""/><Property Key=""Max. Duty Cycle"" Value=""Up to 35&000 pages monthly""/></Group><Group GroupName=""Media Handling""><Property Key=""Input Capacity& std."" Value=""250+1 pages 20 lb or 75 gsm bond""/><Property Key=""Input Capacity& max."" Value=""900+1 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& std."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& max."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Media Type"" Value=""Card Stock   Paper Labels   Plain Paper   Transparencies   Refer to the Card Stock &amp; Label Guide""/><Property Key=""Media sizes supported"" Value=""A4   A5   Executive   Folio   JIS-B5   Legal   Letter   Statement   Universal  O ficio""/></Group><Group GroupName=""Ports""><Property Key=""USB Ports"" Value=""Yes""/><Property Key=""Network Ports"" Value=""Ethernet 10/100BaseTX (RJ-45)""/></Group><Group GroupName=""Hardware SPEC""><Property Key=""Noise Level (Approx.)"" Value=""47 dBA""/><Property Key=""Processor(MHz)"" Value=""417""/><Property Key=""Memory& std."" Value=""128 MB""/><Property Key=""Memory& max."" Value=""640 MB""/></Group><Group GroupName=""Compatibility""><Property Key=""Windows Compatible"" Value=""Microsoft Windows 2000   Microsoft Windows XP   Microsoft Windows Server 2003   Microsoft Windows XP x64   Microsoft Windows Server 2003 running Terminal Services   Microsoft Windows 2000 Server running Terminal Services   Microsoft Windows Server 2003 x64    Microsoft Windows Server 2003 x64 running Terminal Services   Microsoft Windows Vista   Microsoft Windows Vista x64   Microsoft Windows Server 2008   Microsoft Windows Server 2008 x64   Microsoft Windows Server 2008 running Terminal Services   Microsoft Windows Server 2008 x64 running Terminal Services""/><Property Key=""Macintosh Compatible"" Value=""Apple Mac OS X   Apple Mac OS 9.x""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
694120,33-JMT-020,10-840-001 Stu Testing item                                          ,                                                                               ,33-JMT-020 33-JMT-011 33-JMT-001 14-840-019 Stu Imposition Tax Testing item                                                                 ,33-JMT-020 33-JMT-011 33-JMT-001 14-840-019 Stu Imposition Tax Testing item                                                                 ,"<LongDescription Name=""Detailed Specifications""><Group GroupName=""General""><Property Key=""Brand"" Value=""LEXMARK""/><Property Key=""Series"" Value=""C540n""/><Property Key=""Model"" Value=""26A0000""/><Property Key=""Recommended Use"" Value=""Workgroup""/><Property Key=""Dimensions"" Value=""11.5&quot; x 16.7&quot; x 15.7&quot;""/><Property Key=""Weight"" Value=""46.2 lbs.""/></Group><Group GroupName=""Printing""><Property Key=""Output Type"" Value=""Color""/><Property Key=""Laser Technology"" Value=""Laser""/><Property Key=""Black Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Color Print Speed"" Value=""Up to 21 ppm""/><Property Key=""Black Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Color Print Quality"" Value=""1200 x 1200 dpi""/><Property Key=""Time To First Page (seconds)"" Value=""12 sec.""/><Property Key=""Print Languages& std."" Value=""PCL 5e Emulation   PCL 6 Emulation   PostScript 3 Emulation""/><Property Key=""Max. Duty Cycle"" Value=""Up to 35&000 pages monthly""/></Group><Group GroupName=""Media Handling""><Property Key=""Input Capacity& std."" Value=""250+1 pages 20 lb or 75 gsm bond""/><Property Key=""Input Capacity& max."" Value=""900+1 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& std."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Output Capacity& max."" Value=""100 pages 20 lb or 75 gsm bond""/><Property Key=""Media Type"" Value=""Card Stock   Paper Labels   Plain Paper   Transparencies   Refer to the Card Stock &amp; Label Guide""/><Property Key=""Media sizes supported"" Value=""A4   A5   Executive   Folio   JIS-B5   Legal   Letter   Statement   Universal  O ficio""/></Group><Group GroupName=""Ports""><Property Key=""USB Ports"" Value=""Yes""/><Property Key=""Network Ports"" Value=""Ethernet 10/100BaseTX (RJ-45)""/></Group><Group GroupName=""Hardware SPEC""><Property Key=""Noise Level (Approx.)"" Value=""47 dBA""/><Property Key=""Processor(MHz)"" Value=""417""/><Property Key=""Memory& std."" Value=""128 MB""/><Property Key=""Memory& max."" Value=""640 MB""/></Group><Group GroupName=""Compatibility""><Property Key=""Windows Compatible"" Value=""Microsoft Windows 2000   Microsoft Windows XP   Microsoft Windows Server 2003   Microsoft Windows XP x64   Microsoft Windows Server 2003 running Terminal Services   Microsoft Windows 2000 Server running Terminal Services   Microsoft Windows Server 2003 x64    Microsoft Windows Server 2003 x64 running Terminal Services   Microsoft Windows Vista   Microsoft Windows Vista x64   Microsoft Windows Server 2008   Microsoft Windows Server 2008 x64   Microsoft Windows Server 2008 running Terminal Services   Microsoft Windows Server 2008 x64 running Terminal Services""/><Property Key=""Macintosh Compatible"" Value=""Apple Mac OS X   Apple Mac OS 9.x""/></Group></LongDescription>""""", 2016-03-18 16:59:57.113,lisa jia     , 2016-03-18 16:59:57.113,SanDisk Portable Player Model SDCZ4-000-A15                              ,                                                                          ,    SanDisk Portable Player Model SDCZ4-000-A15                                       ,SanDisk Portable Player Model SDCZ4-000-A15                                        ,1,<b>Features:</b> Cruzer Micro can be expanded to MP3 player functionality with the Cruzer Micro MP3 Companion. Users simply plug the Cruzer Micro into the Cruzer Micro MP3 Companion and they¡¯re ready to hear all their favorite songs<br/>                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, 2016-03-18 16:59:57.113,N001
